,id,question,option_a,option_b,option_c,option_d,correct_option
1166,OIC-162-16-B,Quelles sont les mesures générales de prise en charge des IST selon le contenu éducatif?,Identification du partenaire contaminé uniquement,"Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale, PCR pharyngée et anale selon les pratiques sexuelles, insister sur les risques de recontamination, envisager un traitement de type PrEP contre le VIH, protection des rapports sexuels par l'usage de préservatifs, vaccination préventive pour l'HPV, l'hépatite B et l'hépatite A chez les hommes ayant des rapports sexuels avec des hommes",Traitement médicamenteux uniquement,Abstinence uniquement,b
1167,OIC-162-16-B-,Quel est le traitement probabiliste recommandé pour une urétrite selon le contenu éducatif?,Doxycycline 200mg/J pendant 7 jours,Ceftriaxone 1g en dose unique,Doxycycline 200mg/J pendant 7 jours + Ceftriaxone 1g en dose unique,"Benzathine pénicilline G DU IM 2,4 millions d’unités",c
1168,OIC-162-17-B,Quels sont les examens complémentaires recommandés en cas d'infection génitale haute chez la femme?,"CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, Prélèvement chirurgicaux ou radioguidés si infection compliquée pour culture + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, rechercher de mycoplasmes","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, Prélèvement chirurgicaux ou radioguidés si infection compliquée pour culture + PCR Neisseria gonorrhoeae et Chlamydia trachomatis","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, rechercher de mycoplasmes",b
1169,OIC-162-17-B-,Quels sont les examens complémentaires recommandés en cas d'infection génitale haute chez la femme si l'infection est compliquée?,"CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, Prélèvement chirurgicaux ou radioguidés si infection compliquée pour culture + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, rechercher de mycoplasmes","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, Prélèvement chirurgicaux ou radioguidés si infection compliquée pour culture + PCR Neisseria gonorrhoeae et Chlamydia trachomatis","CRP, NFS, Prélèvement avec pose de speculum pour examen direct + culture standard + PCR Neisseria gonorrhoeae et Chlamydia trachomatis, rechercher de mycoplasmes",c
1170,OIC-162-19-A-,Quelle est la méthode de dépistage recommandée pour les atteintes anales?,Test HPV-HR,FCV,Examen proctologique complet,Colposcopie-biopsie,c
1171,OIC-162-20-A,Quel antibiotique est recommandé en première intention pour le traitement de la gonococcie chez un patient allergique aux β-lactamines?,Ceftriaxone,Azithromycine,Gentamicine,Ciprofloxacine,b
1172,OIC-162-21-B,Quel est le traitement recommandé pour une infection génitale haute non compliquée selon les recommandations de 2018 (CNGOF – SPILF)?,Ceftriaxone 1g IV/IM dose unique,Amoxicilline 500mg/12h per os 10 jours,Ceftriaxone 1g IV/IM dose unique + Doxycycline 100mg/12h per os 10 jours + Métronidazole 500mg/12h per os 10 jours,Ciprofloxacine 500mg/12h per os 10 jours,c
1173,OIC-162-21-B-,Quel est le traitement recommandé pour une infection à gonocoque selon les recommandations de 2018 (CNGOF – SPILF)?,Ceftriaxone 1g IV/IM dose unique,Amoxicilline 500mg/12h per os 10 jours,Ceftriaxone 1g IV/IM dose unique,Ciprofloxacine 500mg/12h per os 10 jours,a
1174,OIC-162-22-A,Quelles sont les mesures de prévention recommandées pour les IST?,Utilisation de préservatifs uniquement,Vaccination contre l'HPV et l'hépatite B,Identification des partenaires contaminés et dépistage systématique,Traitement de type PrEP uniquement,b
1175,OIC-162-22-A-,Quels tests sont systématiquement proposés lors d'un dépistage pour les IST?,"Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale pour Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée et anale selon les pratiques sexuelles","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale pour Neisseria gonorrhoeae et Chlamydia trachomatis uniquement","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale pour Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée uniquement","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale pour Neisseria gonorrhoeae et Chlamydia trachomatis, PCR anale uniquement",a
1176,OIC-162-23-A,Quels sont les signes cliniques d'une syphilis primaire?,"Chancre unique, fond propre, induré, génital, régression spontanée","Roséole syphilitique, macules rosées sur le tronc","Syphilides papuleuses, papules cuivrées, nombre et localisation variable","Fébricule, céphalées, poly-ADP",a
1177,OIC-162-23-A-,Quels sont les signes cliniques d'une syphilis secondaire?,"Chancre unique, fond propre, induré, génital, régression spontanée","Roséole syphilitique, macules rosées sur le tronc","Syphilides papuleuses, papules cuivrées, nombre et localisation variable","Fébricule, céphalées, poly-ADP",b
1178,OIC-162-24-B,Quelle est la définition de la syphilis latente tardive?,Présence de signes cliniques et sérologie positive,Absence de signes cliniques et sérologie positive,Présence de signes cliniques et sérologie négative,Absence de signes cliniques et sérologie négative,b
1179,OIC-162-24-B-,Quelles sont les formes cliniques de syphilis tertiaire?,"Syphilis gommeuse, syphilis osseuse, syphilis cardiovasculaire, neurosyphilis tertiaire, tabés","Syphilis gommeuse, syphilis osseuse, syphilis cardiovasculaire, neurosyphilis tertiaire, tabés, syphilis primaire","Syphilis gommeuse, syphilis osseuse, syphilis cardiovasculaire, neurosyphilis tertiaire, tabés, syphilis secondaire","Syphilis gommeuse, syphilis osseuse, syphilis cardiovasculaire, neurosyphilis tertiaire, tabés, syphilis latente",a
1180,OIC-162-25-B,Quelle est la première éruption de la syphilis secondaire?,Roséole syphilitique,Syphilides papuleuses,Syphilides palmoplantaires,Syphilides génitales et périnéales,a
1181,OIC-162-25-B-,Quel symptôme est associé à la syphilis secondaire?,Fausse perlèche,Poly-arthralgies,Hypoacousie,Paralysie faciale,b
1182,OIC-162-27-A,Quel est le test sérologique utilisé pour détecter les anticorps spécifiques aux tréponématoses?,ELISA,VDRL,TPHA,RPR,c
1183,OIC-162-28-A,Quel est le traitement recommandé pour la syphilis primaire chez un patient non allergique à la pénicilline?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités",Doxycycline 14 jours,Ceftriaxone 1 g IM unique,Azithromycine 1 g unique,a
1184,OIC-162-28-A-,Quel est le traitement recommandé pour la syphilis primaire chez un patient VIH+?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités",Doxycycline 14 jours,Ceftriaxone 1 g IM unique,Azithromycine 1 g unique,a
1185,OIC-162-29-B,Quel est le traitement recommandé pour la syphilis secondaire précoce chez un patient non allergique à la pénicilline?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités",Doxycycline 14 jours,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités 1 fois par semaine pendant 3 semaines","Benzathine pénicilline G dose unique IM 2,4 millions d’unités 1 fois par semaine pendant 6 semaines",a
1186,OIC-162-29-B-,Quel est le traitement recommandé pour la syphilis secondaire tardive chez un patient non allergique à la pénicilline?,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités",Doxycycline 28 jours,"Benzathine pénicilline G dose unique IM 2,4 millions d’unités 1 fois par semaine pendant 3 semaines","Benzathine pénicilline G dose unique IM 2,4 millions d’unités 1 fois par semaine pendant 6 semaines",c
1187,OIC-162-30-A,Quelles sont les manifestations cliniques liées au HPV?,Condylomes acuminés uniquement,Condylomes plans uniquement,Néoplasie intra épithéliale uniquement,"Condylomes acuminés, condylomes plans et néoplasie intra épithéliale",d
1188,OIC-162-30-A-,Quelle est la localisation des condylomes acuminés?,Maculo-papules rosées,Lesions pré-cancéreuses,Crêtes-de-coq,Macules blanches,c
1189,OIC-162-31-B,Quel est le vaccin recommandé pour prévenir les infections liées au HPV chez les enfants de 11 à 19 ans?,Vaccin quadrivalent,Vaccin nonavalent,Vaccin bivalent,Vaccin hexavalent,b
1190,OIC-162-31-B-,Quel traitement est utilisé pour traiter les lésions cutanées causées par le HPV?,Antibiotiques,Imiquimod,Antiviraux,Anti-inflammatoires,b
1191,OIC-162-32-B,Quel est le protozoaire responsable de la trichomonose?,Trichomonas vaginalis,Sarcoptes scabiei hominis,Phtirius inguinalis,Neisseria gonorrhoeae,a
1192,OIC-162-32-B-,Quel parasite est responsable de la gale?,Trichomonas vaginalis,Sarcoptes scabiei hominis,Phtirius inguinalis,Neisseria gonorrhoeae,b
1193,OIC-162-33-B,Quel est le prélèvement recommandé pour le diagnostic d'une trichomonose chez l'homme?,Écoulement urétral spontané,Premier jet d'urine,Auto-écouvillonnage vaginal,Cul-de-sac vaginal postérieur,a
1194,OIC-162-33-B-,Quel est le prélèvement recommandé pour le diagnostic d'une infection à Chlamydia trachomatis chez la femme?,Écoulement urétral spontané,Premier jet d'urine,Auto-écouvillonnage vaginal,Cul-de-sac vaginal postérieur,c
1195,OIC-162-34-B,Quel est le traitement recommandé pour une trichomonose non compliquée chez un adulte non allergique aux β-lactamines?,Ceftriaxone dose unique IM ou IV 1000 mg,Doxycycline 7 jours,Metronidazole 2g dose unique,Céfixime dose unique,c
1196,OIC-162-35-A,Quelles sont les principales conséquences à long terme des infections génitales hautes (IGH) chez la femme?,"Algies pelviennes inflammatoires, stérilité tubaire et grossesse extra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse intra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse intra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse extra-utérine",a
1197,OIC-162-35-A-,Quelles sont les principales conséquences à long terme des infections génitales hautes (IGH) chez la femme?,"Algies pelviennes inflammatoires, stérilité tubaire et grossesse extra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse intra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse intra-utérine","Algies pelviennes inflammatoires, stérilité tubaire et grossesse extra-utérine",a
1198,OIC-162-36-B,Quelles sont les particularités des IST en fonction de l’âge?,Il n’y a pas de modification des signes cliniques selon l’âge sauf pour les nouveaux nés dont l’atteinte peut concerner les yeux et les voies respiratoires,Il n’y a pas d’IST selon l’âge,Les cancers HPV induits mettent cependant plusieurs années à se développer après les premiers rapports sexuels,Une IST chez un enfant peut faire suspecter un sévice sexuel. L’interrogatoire et l’examen clinique doivent être minutieux et prudents pour ne pas accuser à tort un parent,a
1199,OIC-162-37-B,Quelle est la principale caractéristique des condylomes acuminés?,C'est une infection sexuellement transmissible causée par le papillomavirus humain (HPV).,C'est une maladie systémique affectant le système nerveux central.,C'est une infection bactérienne causée par Neisseria gonorrhoeae.,C'est une maladie virale affectant uniquement les yeux.,a
1200,OIC-164-01-A,Quelle est la principale caractéristique des exanthèmes vésiculo-pustuleux?,Éruption cutanée aigüe et transitoire,Éruption cutanée avec intervalle de peau saine,Éruption cutanée sans intervalle de peau saine,Éruption cutanée avec des lésions vésiculeuses et pustuleuses,d
1201,OIC-164-01-A-,Quel type d'exanthème est caractérisé par une éruption maculeuse sans intervalle de peau saine?,Exanthème maculo-papuleux avec intervalle de peau saine,Exanthème maculeux sans intervalle de peau saine,Exanthème vésiculo-pustuleux,Exanthème papuleux avec intervalle de peau saine,b
1202,OIC-164-02-A,Quelle est l'urgence vitale immédiate associée à un exanthème fébrile chez l'enfant?,Purpura fulminans,Fasciite nécrosante,Syndrome toxinique,Dermohypodermite,a
1203,OIC-164-03-A,Quel est le premier pas à faire lors de la prise en charge d'un enfant présentant un exanthème fébrile?,Rechercher une urgence,Caractériser l'éruption,Rechercher les éléments anamnestiques associés,Rechercher les éléments cliniques associés,a
1204,OIC-164-04-A,Quelle est la famille auquel appartient le virus de la rougeole?,Famille des Paramyxoviridae,Famille des Herpesviridae,Famille des Coronaviridae,Famille des Flaviviridae,a
1205,OIC-164-04-A-,Quel est le délai d'incubation de la rougeole?,3 à 5 jours,7 à 10 jours,10 à 12 jours,15 à 20 jours,c
1206,OIC-164-05-A,Quelle est la principale caractéristique de l'éruption de la rubéole?,Maculo-papuleuse avec intervalles de peau saine,Maculo-papuleuse continue sans intervalles de peau saine,Papuleuse uniquement,Maculeuse uniquement,a
1207,OIC-164-05-A-,Quel est le risque principal de la rubéole en cours de grossesse avant 18 SA?,Décès in utero,Malformations congénitales,Atteinte neurologique,Atteinte cardiovasculaire,b
