,id,question,option_a,option_b,option_c,option_d,correct_option
1342,OIC-186-19-A-,Quel test est prescrit avant 1 an pour dépister les allergies alimentaires?,Trophatop® enfant,Test « fx5 »,Test « fx10 »,Test « fx15 »,b
1343,OIC-187-01-A,Quelle est la définition de l'urticaire?,Une dermatose inflammatoire rare,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes,Une dermatose inflammatoire uniquement allergique,Une dermatose inflammatoire qui ne nécessite pas de traitement,b
1344,OIC-187-01-A-,Quelle est l'évolution la plus courante de l'urticaire?,Chronique avec des poussées quotidiennes,Aigue et résolutive,Aigue et chronique alternant,Aigue et résolutive avec des poussées rares,b
1345,OIC-187-02-B,Quel est le principal médiateur libéré par les mastocytes dans l'urticaire?,Le TNF-alpha,L'histamine,L'interleukine-1,Le facteur de nécrose tumorale,b
1346,OIC-187-02-B-,Quels sont les deux mécanismes d'activation des mastocytes dans l'urticaire?,Immunologiques et par action pharmacologique directe,Immunologiques et non immunologiques,Non immunologiques et par action pharmacologique directe,Immunologiques et par activation directe des mastocytes,b
1347,OIC-187-03-A,Quelle est la caractéristique principale des papules oedèmateuses dans l'urticaire superficielle?,Ferme et non prurigineuse,Érythémateuse à bordure nette,"Transitoire, regressant en 72 heures",Sensation de tension ou de douleur,b
1348,OIC-187-03-A-,Où se localise le plus souvent l'œdème dans l'urticaire profonde ou l'angio-oedème?,Sur le tronc,Sur les zones riches en mastocytes,Sur les membres inférieurs,Sur les membres supérieurs,b
1349,OIC-187-04-A,Quelle est la caractéristique principale des plaques oedémateuses d'urticaire?,Des lésions rouges et douloureuses,Des lésions oedémateuses et prurigineuses,Des lésions squameuses et sèches,Des lésions vésiculeuses et bulleuses,b
1350,OIC-187-05-A,Quelle est la principale caractéristique de l'anaphylaxie par rapport à l'urticaire aiguë?,L'urticaire aiguë est toujours secondaire à une anaphylaxie,L'urticaire aiguë peut être secondaire à une anaphylaxie dans une minorité de cas,L'urticaire aiguë n'est jamais secondaire à une anaphylaxie,L'urticaire aiguë et l'anaphylaxie sont toujours associées,b
1351,OIC-187-05-A-,Quels signes associés à l'urticaire peuvent évoquer le diagnostic d'anaphylaxie?,"Dysphonie, dyspnée, bronchospasme","Tachycardie, bradycardie, hypotension artérielle","Nausées, vomissements, diarrhées","Céphalées, convulsions",a
1352,OIC-187-06-A,Quel type d'urticaire est déclenché par un contact avec une substance urticante?,Urticaire physique,Urticaire de contact,Urticaire alimentaire,Urticaire médicamenteuse,b
1353,OIC-187-06-A-,Quel est le délai typique entre l'ingestion d'un aliment et l'apparition d'une urticaire aiguë alimentaire?,Plusieurs jours,Quelques minutes à moins de 2 heures,Plusieurs heures,Plusieurs semaines,b
1354,OIC-187-07-A,Quel est le traitement symptomatique principal de l'urticaire aiguë?,Antihistaminiques anti H1 de 1ère génération,Antihistaminiques anti H1 de 2ème génération,Corticoïdes,Antibiotiques,b
1355,OIC-187-07-A-,"En cas de chronicisation de l'urticaire aiguë, quelle est la dose recommandée d'antihistaminiques anti H1 de 2ème génération?",1 cp/jour,2 cp/jour,4 cp/jour,6 cp/jour,c
1356,OIC-187-08-B,Quel est le principal facteur génétique impliqué dans la dermatite atopique?,Gène de la filaggrine,Gène de la kératine,Gène de la collagène,Gène de l'élastine,a
1357,OIC-187-09-A,Quelle est la lésion élémentaire caractéristique de la dermatite atopique en phase aiguë?,Lichénification,Érythème et œdème,Érosion et ulcération,Hyperpigmentation,b
1358,OIC-187-09-A-,À quel âge la dermatite atopique débute-t-elle le plus souvent?,À la naissance,Dans les 12 premiers mois de vie,À l'adolescence,À l'âge adulte,b
1359,OIC-187-11-B,Quelle est la principale complication infectieuse de la dermatite atopique chez l'enfant?,Surinfection par le staphylocoque doré,Surinfection par le virus de l'herpès,Retentissement sur la qualité de vie,Eczéma de contact par sensibilisation aux allergènes des topiques,a
1360,OIC-187-11-B-,Quelle est la complication infectieuse de la dermatite atopique qui nécessite un traitement anti-viral urgent?,Surinfection par le staphylocoque doré,Surinfection par le virus de l'herpès,Retentissement sur la qualité de vie,Eczéma de contact par sensibilisation aux allergènes des topiques,b
1361,OIC-187-12-A,Quel est le principal critère pour choisir un dermocorticoïde (DC) dans le traitement de la dermatite atopique chez l'enfant?,L'âge de l'enfant,La localisation des lésions,L'étendue à traiter,Le caractère suintant des lésions,b
1362,OIC-187-12-A-,Quelle est la recommandation pour l'utilisation des émollients dans le traitement de la dermatite atopique?,Utiliser des émollients uniquement pendant les poussées inflammatoires,Utiliser des émollients dès les premiers symptômes de sécheresse cutanée et en traitement de maintenance,Utiliser des émollients uniquement en cas de résistance aux dermocorticoïdes,Utiliser des émollients uniquement sur les zones lichénifiées,b
1363,OIC-187-13-B,Quelle est la phase de l'eczéma de contact allergique qui est asymptomatique?,Phase de révélation symptomatique,Phase de sensibilisation asymptomatique,Phase de déclenchement immédiat,Phase de guérison spontanée,b
1364,OIC-187-13-B-,Combien de temps faut-il pour que l'eczéma de contact apparaisse après un nouveau contact avec l'allergène chez un individu déjà sensibilisé?,1 à 2 heures,6 à 12 heures,24 à 48 heures,72 à 96 heures,c
1365,OIC-187-14-A,Quelle est la phase initiale de l'éruption de l'eczéma aigu?,Croûtes,Suintement,Erythémateuse,Oedème vésiculeuse,c
1366,OIC-187-14-A-,Quel est le signe clinique constant dans l'eczéma aigu?,Oedème vésiculeuse,Suintement,Prurit (démangeaison),Croûtes,c
1367,OIC-187-15-A,Quelle est la caractéristique principale de l'eczéma aigu selon la photographie?,Présence de croûtes,"Œdème, érythème mal limité, vésicules",Lésions en forme de cible,Pustules purulentes,b
1368,OIC-187-15-A-,"Dans l'eczéma de contact allergique, où se localisent généralement les lésions?",Sur les zones non exposées à l'allergène,Sur les zones d'application de l'allergène,Sur les zones de flexion des articulations,Sur le visage uniquement,b
1369,OIC-187-16-A,Quelles sont les principales sources d'allergènes responsables d'un eczéma de contact?,Produits alimentaires et médicaments,"Produits vestimentaires, cosmétiques, médicaments topiques et allergènes professionnels",Produits ménagers et produits d'entretien,Produits de nettoyage et produits de beauté,b
1370,OIC-187-16-A-,Quel type d'allergène peut provoquer un eczéma de contact après exposition aux rayons ultraviolets?,Allergène alimentaire,Allergène médicamenteux,Photoallergène,Allergène professionnel,c
1371,OIC-187-17-B,Quel est le principe des tests épicutanés?,"Dépôt d'allergène sur la peau, sous occlusion, pendant 48h",Injection d'allergène dans la peau,Prise de sang pour mesurer les anticorps,Exposition à l'allergène dans l'air,a
1372,OIC-187-17-B-,Comment interprète-t-on un test épicutané positif?,Simple érythème,Eczéma de contact avec érythème et vésicules,Absence d'érythème,Irritation sans érythème,b
1373,OIC-187-18-A,Quel est le principe le plus important du traitement de l'eczéma de contact?,Utilisation de corticostéroïdes,Dermocorticoïde,Eviction du contact avec l'allergène,Crème hydratante,c
1374,OIC-187-18-A-,Quel type de produit est recommandé pour les plis ou les lésions suintantes de l'eczéma de contact?,Pommade,Crème,Dermocorticoïde,Crème hydratante,b
1375,OIC-188-01-A,Quelle est la définition de l'asthme selon le contenu éducatif?,Maladie inflammatoire chronique des voies aériennes supérieures,Maladie inflammatoire chronique conduisant à des modifications de la structure des voies aériennes inférieures,Maladie inflammatoire aiguë des voies aériennes supérieures,Maladie inflammatoire aiguë conduisant à des modifications de la structure des voies aériennes inférieures,b
1376,OIC-188-01-A-,Quelle est la définition de la rhinite allergique selon le contenu éducatif?,Maladie inflammatoire chronique des voies aériennes supérieures définie par la présence de symptômes « PAREO »,Maladie inflammatoire chronique des voies aériennes inférieures définie par la présence de symptômes « PAREO »,Maladie inflammatoire chronique des voies aériennes supérieures définie par la présence de symptômes « PAREO » et un constat immuno-allergique,Maladie inflammatoire chronique des voies aériennes inférieures définie par la présence de symptômes « PAREO » et un constat immuno-allergique,c
1377,OIC-188-02-B-,Quel est le risque pour un enfant de développer un asthme si les deux parents sont asthmatiques?,10%,25%,50%,75%,c
1378,OIC-188-03-B,Quel est le principal phénotype d'asthme impliquant les lymphocytes Th2 et les éosinophiles?,Asthme non-Th2,Asthme à neutrophiles,Asthme Th2,Asthme à basophiles,c
1379,OIC-188-03-B-,Quel type d'inflammation est observé dans les asthmes allergiques et les asthmes à éosinophiles non allergiques?,Inflammation neutrophile,Inflammation basophile,Inflammation Th2,Inflammation non-Th2,c
1380,OIC-188-04-A,Quel est le symptôme principal de la rhinite allergique chez l'enfant et l'adulte?,Toux,Prurit,Fièvre,Douleur thoracique,b
1381,OIC-188-04-A-,Quel examen est utilisé pour visualiser les fosses nasales chez un patient suspecté de rhinite allergique?,Endoscopie digestive,Spéculum nasal,Échographie,Radiographie thoracique,b
1382,OIC-188-05-A,Quel est le critère principal pour établir un diagnostic d'asthme chez l'enfant et l'adulte?,La présence de symptômes respiratoires uniquement,La présence de symptômes respiratoires et la réversibilité de l'obstruction des voies aériennes,La présence de symptômes respiratoires et la présence d'allergènes dans l'environnement,La présence de symptômes respiratoires et la réalisation d'une radiographie pulmonaire,b
1383,OIC-188-05-A-,Quel est le test utilisé pour confirmer la réversibilité de l'obstruction des voies aériennes dans le diagnostic d'asthme?,La mesure de la pression artérielle,La mesure de la saturation en oxygène,La spirométrie avec bronchodilatateurs,La mesure de la température corporelle,c
1384,OIC-188-07-B,Quel métier est associé à un risque d'asthme professionnel en raison de l'exposition au blé et aux acariens de farine?,"Boulanger, pâtissier",Professionnel de santé,Coiffeur,Peintre,a
1385,OIC-188-07-B-,"Quel allergène est fréquemment rencontré chez les professionnels de santé, pouvant provoquer un asthme professionnel?",Blé,Latex,Persulfates,Isocyanates,b
1386,OIC-188-08-A,Quel est le critère principal pour évaluer le contrôle de l'asthme selon le questionnaire ACT?,Fréquence des symptômes nocturnes,Fréquence des symptômes diurnes,Fréquence des exacerbations,Fréquence des symptômes d'asthme sur les 4 dernières semaines,d
1387,OIC-188-08-A-,Quel est le critère pour évaluer l'absence d'obstruction bronchique chez un patient asthmatique?,VEMS/CVF < 0.7,VEMS/CVF > 0.7 et VEMS < 80%,VEMS/CVF > 0.7 et VEMS ≥ 80%,VEMS/CVF < 0.7 et VEMS < 80%,c
1388,OIC-188-09-A,Quelles sont les caractéristiques cliniques d'une exacerbation d'asthme chez l'enfant et l'adulte?,Diminution progressive des symptômes,Augmentation progressive des symptômes durant au moins deux jours et nécessitant une modification du traitement,Symptômes calmés par les bronchodilatateurs d'action rapide,Retour à l'état habituel,b
1389,OIC-188-09-A-,Quelle est la condition nécessaire pour diagnostiquer une exacerbation d'asthme?,Utilisation occasionnelle de bronchodilatateurs,Utilisation fréquente et en quantité importante de bronchodilatateurs d'action rapide,Absence de modification du traitement,Retour immédiat à l'état habituel,b
1390,OIC-188-10-A,Quel est le signe de gravité d'une exacerbation d'asthme chez l'enfant et l'adulte?,Augmentation de la fréquence respiratoire > 25/min,Utilisation des muscles respiratoires accessoires,SpO2 < 90% en air,DEP ≤ 50% de la meilleure valeur,c
1391,OIC-188-11-B,Quelle est la sémiologie radiographique d'une distension thoracique?,Opacités pulmonaires bilatérales,Hyperclarté des champs pulmonaires avec aplatissement des coupoles diaphragmatiques et horizontalisation des côtes,Opacités pulmonaires unilatérales,Opacités pulmonaires bilatérales avec épanchement pleural,b
1392,OIC-188-11-B-,Quelle est la sémiologie radiographique d'une distension thoracique?,Opacités pulmonaires bilatérales,Hyperclarté des champs pulmonaires avec aplatissement des coupoles diaphragmatiques et horizontalisation des côtes,Opacités pulmonaires unilatérales,Opacités pulmonaires bilatérales avec épanchement pleural,b
1393,OIC-188-12-B,Quelle est la définition d'un trouble ventilatoire obstructif selon les EFR?,"VEMS/CV < 0,7","VEMS/CV > 0,7","VEMS/CV = 0,7","VEMS/CV ≥ 0,7",a
1394,OIC-188-12-B-,Quelle est la condition pour parler de réversibilité dans les EFR?,Augmentation du VEMS post bronchodilatateur de plus de 200mL ET ≥12% de la valeur avant bronchodilatateur,Augmentation du VEMS post bronchodilatateur de moins de 200mL ET <12% de la valeur avant bronchodilatateur,Augmentation du VEMS post bronchodilatateur de plus de 200mL OU ≥12% de la valeur avant bronchodilatateur,Augmentation du VEMS post bronchodilatateur de moins de 200mL OU <12% de la valeur avant bronchodilatateur,a
1395,OIC-188-13-B,Quelles sont les indications des tests immuno-allergiques selon l'objectif de connaissance?,Diagnostic de rhinite chronique dont l'origine allergique est suspectée.,Diagnostic de rhinite chronique dont l'origine allergique est confirmée.,Diagnostic de rhinite chronique dont l'origine allergique est exclue.,Diagnostic de rhinite chronique dont l'origine allergique est incertaine.,a
1396,OIC-188-13-B-,Quelles sont les indications des tests immuno-allergiques selon l'objectif de connaissance?,Diagnostic d'asthme dont l'origine allergique est suspectée.,Diagnostic d'asthme dont l'origine allergique est confirmée.,Diagnostic d'asthme dont l'origine allergique est exclue.,Diagnostic d'asthme dont l'origine allergique est incertaine.,a
