mcq,cop,llm_cop
"-----
Question:
Investigation to distinguish between pregnancy acquired hemophilia A and lupus anticoagulant?
Options:
a) Factor 8 assay
b) dRVVT
c) von Willlebrand Factor assay
d) aPTT
-----
",1,2
"-----
Question:
Small cell Ca lung, DNA of the necrotic cells get deposited on vessels?
Options:
a) Psammoma body
b) Azzopardy effect
c) Button collar lesion
d) Necrotic diathesis
-----
",1,2
"-----
Question:
Glossodynia is
Options:
a) Pain in the tongue
b) Burning of the tongue
c) Swelling of the tongue
d) White patch on tongue
-----
",0,1
"-----
Question:
Histamine causes:
Options:
a) Hypertension
b) Vasoconstriction
c) Vasodilation
d) Tachycardia
-----
",2,3
"-----
Question:
All of the following are clinical features of Cushing's syndrome EXCEPT: March 2004
Options:
a) Insulin resistance
b) Menorrhagia
c) Violaceous striae
d) Centripetal obesity
-----
",1,2
"-----
Question:
Which among the following is false about Non Bacterial Thrombotic Embolism(NBTE) :
Options:
a) Marantic endocarditis
b) Thrombi on the leaflets of the cardiac valves
c) Vegetations elicit inflammatory reaction
d) Non invasive in nature
-----
",2,4
"-----
Question:
A 55-year-old man suffers from an acute myocardial infarction after occlusion of the left anterior descending coronary artery. The patient undergoes coronary bypass surgery 3 days later. Which of the following is the most frequent cause of saphenous vein graft failure several years following coronary bypass surgery?
Options:
a) Acute inflammation
b) Atherosclerosis
c) Graft-versus-host disease
d) Metastatic calcification
-----
",1,2
"-----
Question:
Homer wright rossette are seen in-a)  Neuroblastomab)  Astrocytomac)  Meningiomad)  Pinealoma
Options:
a) ad
b) c
c) ac
d) ab
-----
",0,1
"-----
Question:
Streptococci are potent producer of:
Options:
a) Hyaluronidase
b) Fibrinolysin
c) Both of the above
d) None
-----
",2,3
"-----
Question:
Example for radiation induced cancer is ?
Options:
a) Papillary carcinoma thyroid
b) Follicular carcinoma thyroid
c) Lymphoma
d) Hepatoma
-----
",0,1
"-----
Question:
A 25 year old male patient reports with a bony expansile
swelling of the right body of the mandible & mild paresthesia of the right IDN. OPG shows a multi Jocular
radiolucency without root resorption.

Odontogenic Keratocyst is noted for its
Options:
a) Malignant transformation
b) Daughter cysts and high rate of recurrence
c) Impacted teeth
d) Nodal metastasis
-----
",1,2
"-----
Question:
Premalignant conditions of the GIT are -a) Iliocecal TBb) Familial polyposisc) Villous adenomasd) Ulcerative colitis
Options:
a) abc
b) acd
c) ac
d) bcd
-----
",3,2
"-----
Question:
All of the following result in endogenous pigmentation of teeth except:
Options:
a) Tetracycline
b) Fetal jaundice
c) Erythroblastosis fetalis.
d) Vitamin B deficiency
-----
",3,4
"-----
Question:
An 8-year-old girl is brought into the physician's office in mild respiratory distress. She has a history of allergies to cats and wool, and her parents state that she has recurrent episodes of upper respiratory tract infections. Physical examination shows expiratory wheezes, use of accessory respiratory muscles and a hyperresonant chest to percussion. Analysis of aerial blood gases discloses respiratory alkalosis and theperipheral eosinophil count is increased. What is the appropriate diagnosis?
Options:
a) Acute bronchiolitis
b) Asthma
c) Cystic fibrosis
d) Usual interstitial pneumonia
-----
",1,2
"-----
Question:
Microvesicular fatty liver is seen in -
Options:
a) Valproic acid
b) Tetracycline
c) Rey's syndrome
d) All
-----
",3,4
"-----
Question:
Platelet adhesion to collagen occurs via: (AIIMS May 2015. Nov 2013)
Options:
a) Factor VIII
b) Factor IX
c) von Willebrand factor
d) Fibronectin
-----
",2,3
"-----
Question:
Type of inheritance in MELAS?
Options:
a) AD
b) AR
c) Mitochondrial
d) X-linked
-----
",2,3
"-----
Question:
In Huntington chorea the causative mutation in the protein huntingtin is a
Options:
a) Trinucleotide repeat expansion
b) Gene deletion
c) Frameshift mutation
d) Point mutation
-----
",0,1
"-----
Question:
The following are sex linked inherited disease ?
Options:
a) G6 PD deficiency
b) Hypogamma globuinemia
c) Downs syndrome
d) Diamond blackfan disease
-----
",0,2
"-----
Question:
Nitroblue tetrazolium test is used for?
Options:
a) Phagocytes
b) Complement
c) T cell
d) B cell
-----
",0,1
"-----
Question:
Most common site for gastrinoma -
Options:
a) Duodenum
b) Pylorus
c) Antrum
d) Colon
-----
",0,1
"-----
Question:
Gene for folate carrier protein located on ?
Options:
a) Chromosome 10
b) Chromosome 5
c) Chromosome 21
d) Chromosome 9
-----
",2,1
"-----
Question:
All are types of genetic polymorphism, except
Options:
a) Copy number variation
b) Pleiotropism
c) Single nucleotide polymorphisms
d) None
-----
",1,2
"-----
Question:
Sickle cell anemia is due to:
Options:
a) Addition
b) Deletion
c) None
d) Point mutation
-----
",3,4
"-----
Question:
Osteogenesis imperfect defect in -
Options:
a) Collagen type I
b) Elastin
c) Collagen type IV
d) basement membrane
-----
",0,1
"-----
Question:
Pain of musculoskeletal origin is all except
Options:
a) MPDS
b) TMJ arthritis
c) Pos traumatic pain
d) Stylohyoid eagle’s syndrome
-----
",2,4
"-----
Question:
Streak gonads are seen in -
Options:
a) Turner syndrome
b) Klinefelter's syndrome
c) Patau's syndrome
d) Down's syndrome
-----
",0,2
"-----
Question:
A 17 year old female underwent a FNAC for a lump in the breast which was well defined, non-tender and mobile. The diagnosis of a benign lesion can be considered by which of the following pathological features -
Options:
a) Dyscohesive ductal epithelial cells without cellular fragments
b) Tightly arranged ductal epithelial cells with dyscohesive bare nuclei
c) Stromal predominance with hyperplasia of spindle cells
d) Polymorphism with single or arranged ductal epithelial cells
-----
",1,1
"-----
Question:
A 55-year-old man felt a lump near his shoulder 1 week ago. On physical examination, there is an enlarged, nontender, supraclavicular lymph node and enlargement of the Waldeyer ring of oropharyngeal lymphoid tissue. There is no hepato- splenomegaly. CBC is normal except for findings of mild anemia. A lymph node biopsy specimen shows replacement by a monomorphous population of lymphoid cells that are twice the size of normal lymphocytes, with enlarged nuclei and prominent nucleoli. Immunohistochemical staining and flow cytometry of the node indicates that most lymphoid cells are CD19+, CD10+, CD3-, CD15-, and terminal deoxynucleotidyl transferase negative (TdT-). A BCL6 gene mutation is present. Which of the following is the most likely diagnosis?
Options:
a) Acute lymphoblastic lymphoma
b) Chronic lymphadenitis
c) Diffuse large B-cell lymphoma
d) Hodgkin lymphoma
-----
",2,1
"-----
Question:
DNA epairs defect associated with malignancy in -
Options:
a) Xeroderma pigmentosum
b) Icthyosis
c) Mosaicism
d) ??
-----
",0,1
"-----
Question:
Infertility is a common feature in ""Sertoli cell only"" syndrome because -
Options:
a) Too many Sertoli cells inhibit spermatogenesis via inhibin
b) Proper blood-testis barrier is not established
c) There is no germ cells in this condition
d) Sufficient numbers of spermatozoa are not produced
-----
",2,1
"-----
Question:
The genetic defect in Dubin-Johnson Syndrome is
Options:
a) Mutation in gene for multiple drug resistance protein 2
b) Mutation in gene UDP- glucuronyl transferase
c) Mutation of chromosome 23
d) Flash mutations
-----
",0,2
"-----
Question:
Edema is due to-
Options:
a) Increased capillary osmotic pressure
b) Decreased lymph flow
c) Decreased hydrostatic pressure in capillaries
d) Both of the above
-----
",1,4
"-----
Question:
An adult old man gets burn injury to his hands. Over few weeks, the burned skin heals without the need for skin grafting. The most critical factor responsible for the rapid healing in this case is ?
Options:
a) Remnant skin appendages
b) Underlying connective tissues
c) Minimal edema and erythema
d) Granulation tissue
-----
",0,1
"-----
Question:
Pulp chamber is absent in:
Options:
a) Dentinogenesis imperfecta
b) Amelogenesis imperfecta
c) Craniofacial dysostosis
d) None of the above
-----
",0,1
"-----
Question:
Food interferes with absorption of
Options:
a) Candesaan
b) Valsaan
c) Telmisaan
d) Irbesaan
-----
",1,1
"-----
Question:
Which of the following is the most impoant antigen-presenting cell (APC) for initiating T-cell response against protein antigens?
Options:
a) NK cell
b) Dendritic cell
c) Macrophage
d) B-lymphocyte
-----
",1,2
"-----
Question:
The first step in the initiation of primary hemostasis for clot formation?
Options:
a) Fibrin deposition
b) Vasoconstriction
c) Platelet adhesion
d) Thrombosis
-----
",1,2
"-----
Question:
Anti RO antibodies are seen in -
Options:
a) Subacute cutaneous lupus
b) Myasthenia gravis
c) Systemic sclerosis
d) Mixed connective tissue disorder
-----
",0,1
"-----
Question:
A 63-year-old man has had chronic arthritis for the past 15 years. Physical examination shows ulnar deviation with bony ankylosis producing swan neck deformities of the fingers. Laboratory studies show 4.2 g of protein in a 24-hour urine collection, serum creatinine of 3.1 g/ dL, and urea nitrogen of 3 g/dL. Level of C-reactive protein is markedly elevated. A rectal biopsy is performed, which shows deposition of amorphous pink material with H&E staining in the mucosa. The material stains positive with Congo red. Which of the following proteins is the most likely precursor to this material in the mucosa?
Options:
a) Acute-phase reactant
b) b2-Microglobulin
c) g light chains
d) Transthyretin
-----
",0,3
"-----
Question:
Estimation of the degradation products of the cross- linked fibrin fibers in DIC can best, specifically, and accurately be done by which of the following tests?
Options:
a) Fibrinopeptide assay
b) D-dimer assay
c) Euglobin lysis test
d) Coombs test
-----
",1,1
"-----
Question:
Coagulative necrosis is seen in -
Options:
a) Tuberculosis
b) Fungal infection
c) Sarcoidosis
d) Wet gangrene
-----
",0,1
"-----
Question:
Teiary hyperparathyroidism is-
Options:
a) High PO4 level with metastasis
b) Secondary hyperparathyroidism with CRF
c) Primary hyperparathyroidism with low Ca"" levels
d) Secondary hyperparathyroidism with chief cell adenoma
-----
",3,3
"-----
Question:
First step in initiation of primary hemostasis for clot formation is?
Options:
a) Fibrin deposition
b) Vasoconstriction
c) Platelet adhesion
d) Thrombosis
-----
",1,2
"-----
Question:
Hypercalcemia is seen in which cancer
Options:
a) RCC
b) Carcinoma stomach
c) Small cell carcinoma lung
d) Hepatocellular carcinoma
-----
",0,1
"-----
Question:
Spherocytosis of RBC is a common feature in -
Options:
a) G6PD deficiency
b) Sickle cell anemia
c) CML
d) All
-----
",0,4
"-----
Question:
Which of the following bone grafts have osteogenic propeies ?
Options:
a) Calcium sulphate
b) Calcium triphosphate
c) Demineralized bone matrix
d) Bone marrow aspirate
-----
",3,3
"-----
Question:
Auramine and rhodamine staining are used for :
Options:
a) Nocordia.
b) Spirochaetes.
c) Rapid diagnosis of TB
d) All of the above.
-----
",2,4
"-----
Question:
A 22-year-old woman nursing her newborn develops a tender erythematous area around the nipple of her left breast. A thick, yellow fluid is observed to drain from an open fissure. Examination of this breast fluid under the light microscope will most likely reveal an abundance of which of the following inflammatory cells?
Options:
a) B lymphocytes
b) Eosinophils
c) Mast cells
d) Neutrophils
-----
",3,4
"-----
Question:
Progression of dental caries on pit and fissure occurs from
Options:
a) Apex of the pit and fissure
b) Wide end of the pit and fissure
c) Lateral surface of the pit and fissure
d) Bottom of the pit and fissure
-----
",2,2
"-----
Question:
The followng does not occur with asbestosis -
Options:
a) Methaemoglobinemia
b) Pneumoconiosis
c) Pleural mesothelioma
d) Pleural calcification
-----
",0,1
"-----
Question:
Phagocytosis discovered by-
Options:
a) Metchnikoff
b) Ehrlich
c) Ruska
d) Pasteur
-----
",0,1
"-----
Question:
Provisional matrix is made up of-
Options:
a) Fibrin
b) Fibronectin
c) Fibrinogen
d) All
-----
",3,4
"-----
Question:
All spread by feco-oral route EXCEPT: March 2013
Options:
a) HBV
b) HBV
c) HEV
d) Typhoid
-----
",1,4
"-----
Question:
Ossifying fibroma manifests as:
Options:
a) Unilocular radiolucency.
b) Unilocular radiopoacity.
c) Multilocular radiolucency.
d) Multilocular radiopoacity.
-----
",1,2
"-----
Question:
The most common site of hypeensive intracranial hemorrhage is -
Options:
a) Putamen
b) Medulla
c) Midbrain
d) Cerebrum
-----
",0,1
"-----
Question:
All the statement about lactoferrin are true,except-
Options:
a) It is present in secondary granules of neutrophil
b) It is present in exocrine secretions of body
c) It has great affinity for iron
d) It transports iron for erythropoiesis
-----
",3,4
"-----
Question:
Howell-jolly bodies are seen in: September 2005
Options:
a) Sickle cell anemia
b) Splenectomy
c) Both of the above
d) None of the above
-----
",2,3
"-----
Question:
Diagnosis of the following radiograph:
Options:
a) Thalassemia
b) Sjogren syndrome
c) Multiple myeloma
d) None of the above
-----
",0,4
"-----
Question:
All of the following are features of De quervain thyroiditis except:
Options:
a) In early phase follicles are disrupted and replaced by neutrophils forming microabscesses
b) Inflammatory infiltrate composed of lymphocyte, plasma cell, macrophages with granuloma formation
c) Bacterial infection is a trigger in most patients
d) It is the most common cause of painful thyroid
-----
",2,3
"-----
Question:
Red infarct is seen in -
Options:
a) Liver
b) Kidney
c) Brain
d) Lung
-----
",3,1
"-----
Question:
Aplastic anemia results from
Options:
a) Cytotoxic drugs
b) Whole body irradiation
c) HIV infection
d) All of the above
-----
",3,4
"-----
Question:
Microarray is -
Options:
a) Study of multiple genes
b) Study of disease
c) Study of organisms
d) Study of blood group
-----
",0,1
"-----
Question:
Diagnostic feature of parathyroid carcinoma is -
Options:
a) Cytology
b) Metastasis
c) Clinical features
d) All
-----
",1,4
"-----
Question:
Which of the following is not used as a tumour marker in testicular tumours?
Options:
a) AFP
b) LDH
c) HCG
d) CEA
-----
",3,4
"-----
Question:
Necrotising aerioritis with fibrinoid necrosis is characteristic of
Options:
a) Immediate hypersensitivity
b) Cell mediated immunity
c) Ag-Ab complex mediated
d) Cytotoxic mediated
-----
",2,3
