id,question,option_a,option_b,option_c,option_d,correct_option
OIC-176-15-A,Qui peut être donneur vivant selon la loi?,Seulement les parents du receveur,"Le conjoint, les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes, les cousins germains et cousines germaines, ainsi que le conjoint de son père ou de sa mère",Toute personne sans condition,Seulement les frères et sœurs,b
OIC-176-15-A-,Quel est le principe qui interdit le commerce des éléments et produits du corps humain?,La non-patrimonialité,Le consentement éclairé,L'anonymat,La préservation de l'anonymat,a
OIC-176-16-A,Quel est le principe éthique fondamental à respecter lors de la réalisation de tests génétiques?,Le principe de justice et d'égalité,Le principe de bienfaisance,Le respect de la personne et de son autonomie,Le principe de non-discrimination,c
OIC-176-16-A-,"Selon Pierre Bourdieu, quelles sont les trois fonctions principales du corps?","Mémoire, apprentissage des habitudes de classe, marqueur de position sociale","Mémoire, apprentissage des habitudes de classe, marqueur de position économique","Mémoire, apprentissage des habitudes de classe, marqueur de position politique","Mémoire, apprentissage des habitudes de classe, marqueur de position culturelle",a
OIC-176-17-A,Comment la douleur est-elle décrite dans le texte?,Uniquement un fait physiologique,Un fait d'existence qui atteint le sentiment d'identité,Un phénomène sans impact sur la vie quotidienne,Un simple inconfort physique,b
OIC-176-17-A-,Quel est l'effet des techniques médicales sur la manière de voir et concevoir les maladies?,Elles rendent la médecine plus subjective,Elles créent un écart entre le vécu du patient et la médecine,Elles rendent la médecine plus intuitive,Elles rendent la médecine plus visuelle,b
OIC-179-01-B,Quelle est la logique de protection sociale qui vise à prémunir les assurés contre une perte de revenus liée aux risques sociaux?,La logique d'assistance sociale,La logique de protection universelle,La logique d'assurance sociale obligatoire,La logique de prévoyance individuelle,c
OIC-179-01-B-,Quel est le risque le plus important dans la protection sociale en France?,Le risque santé,Le risque emploi,Le risque vieillesse-survie,Le risque logement,c
OIC-179-02-B,Quel facteur principal explique l'augmentation des dépenses de protection sociale liées au risque santé en France depuis les années 1980?,Baisse des rémunérations des professionnels de santé,Augmentation des soins liés à la Covid-19,Mise en place de l'objectif national d'évolution des dépenses d'assurance maladie (Ondam),Diminution des consultations médicales,c
OIC-179-02-B-,Quel est le pourcentage des ressources fiscales de la protection sociale qui est constitué par la CSG en 2020?,20%,30%,40%,50%,c
OIC-179-03-A,Quelle caisse nationale pilote la branche Famille du régime général?,Caisse nationale des allocations familiales (Cnaf),Caisse nationale d’assurance maladie (Cnam),Caisse nationale d’assurance vieillesse (Cnav),Caisse nationale de solidarité pour l’autonomie (CNSA),a
OIC-179-03-A-,Qui vote la loi de financement de la sécurité sociale chaque année?,Le gouvernement,Le Parlement,Le Président de la République,Le Conseil d'État,b
OIC-179-04-B,Qui est chargé d'alerter le Parlement en cas de dépassement de l'ONDAM?,Le ministre de la Santé,Le Comité d’alerte sur l’évolution des dépenses d’assurance maladie,Le directeur général de l’Institut national de la statistique et des études économiques,Le président du Conseil économique et social,b
OIC-179-04-B-,Quel est le principal régime de sécurité sociale en France concernant les fonctionnaires et les magistrats?,Régime général,Régime agricole,Régime de la fonction publique,Régime des entreprises et établissements publics,c
OIC-179-05-A,Quel est le rôle de la Haute autorité de santé (HAS) dans l'assurance maladie?,Définir le périmètre des actes remboursables,Tarifier les actes et fixer le niveau de prise en charge,Établir des recommandations médicales,Informé les assurés sur les caractéristiques de l'offre de soins locale,c
OIC-179-05-A-,"Quel est le plafond annuel de la participation forfaitaire pour les consultations, analyses biologiques ou actes de radiologie?",10 euros,20 euros,50 euros,100 euros,c
OIC-179-06-A,Quelle est la conséquence pour un patient qui consulte directement un spécialiste sans être orienté par son médecin traitant?,Il ne paie rien,Il supporte une majoration du ticket modérateur,Il bénéficie d'un remboursement complet,Il a accès direct aux spécialistes sans frais supplémentaires,b
OIC-179-06-A-,Quelle est la procédure pour établir un protocole de soins ALD?,Le médecin traitant établit le protocole seul,Le médecin traitant établit le protocole en concertation avec les spécialistes,Le médecin traitant établit le protocole sans avis du médecin-conseil,Le médecin traitant établit le protocole sans avis de la HAS,b
OIC-179-07-A-,Quel est le niveau de décision dans l'organisation de la recherche en santé en France?,Les agences généralistes comme l’Agence Nationale de la Recherche ANR,Les organismes nationaux de recherche comme l'INSERM et le CNRS,Les ministères de la santé et ministère de la recherche,Les universités et les CHU,c
OIC-179-08-A,Quel est l'objectif principal d'une étude en recherche clinique?,Acquérir de nouvelles connaissances dans le domaine de la santé,Valider plusieurs hypothèses simultanément,Répondre à un objectif principal généralement unique,Déterminer le nombre de sujets nécessaires,c
OIC-179-08-A-,Quel est le rôle du Comité de Protection des Personnes (CPP) dans la recherche clinique?,Promouvoir la recherche,Vérifier la validité scientifique et les aspects éthiques de la recherche,Gérer le financement de la recherche,Recruter les participants,b
OIC-179-09-A,Où sont généralement décrits les éléments justifiant l'hypothèse émise par le chercheur?,Dans la conclusion d'un article scientifique,Dans le rationnel d’un protocole d’étude clinique,Dans l'introduction d'un article scientifique,Dans la méthodologie d'un article scientifique,c
OIC-179-09-A-,Quel est l'élément clé pour estimer la puissance d'une étude et calculer le nombre de sujets nécessaires?,La durée de l'étude,La taille d'effet attendue,Le type de statistiques utilisées,Le nombre de chercheurs impliqués,b
OIC-179-10-B,Dans quel type d'étude l'approche est-elle expérimentale par définition et le facteur d'exposition étudié est une intervention expérimentale?,Étude descriptive,Étude analytique,Étude expérimentale,Étude diagnostique,c
OIC-179-10-B-,Quelle méthode d'échantillonnage assure une bonne représentativité de la population source si les refus de participer ou la non-réponse sont faibles?,Recrutement consécutif,Méthode des quotas,Échantillon de convenance,Sondage aléatoire simple,a
OIC-179-11-A,Quel est l'objectif principal du Réseau Sentinelles?,Surveillance des maladies infectieuses,Surveillance des causes de décès,Surveillance continue de 10 indicateurs de santé,Surveillance des actes médicaux réalisés,c
OIC-179-11-A-,Quel type de critère est utilisé lorsque le recueil du critère le plus pertinent cliniquement n’est pas toujours faisable?,Le critère de jugement principal,Le critère composite,Le critère de substitution,Le critère de jugement secondaire,c
OIC-183-01-B,Quelle est la différence entre une variable aléatoire discrète et continue?,"Une variable aléatoire discrète prend des valeurs numériques, tandis qu'une variable aléatoire continue prend des valeurs non numériques","Une variable aléatoire discrète prend des valeurs non numériques, tandis qu'une variable aléatoire continue prend des valeurs numériques","Une variable aléatoire discrète prend des valeurs numériques, tandis qu'une variable aléatoire continue prend des valeurs numériques et non numériques","Une variable aléatoire discrète prend des valeurs numériques, tandis qu'une variable aléatoire continue prend des valeurs numériques et non numériques, mais uniquement pour les variables discrètes",c
OIC-183-01-B-,Quel est le paramètre de dispersion qui mesure la différence entre la valeur maximale et la valeur minimale d'un ensemble de valeurs?,Variance,Écart-type,Étendue,Distance interquartile,c
OIC-183-02-B,Quelle est la principale condition pour utiliser un test paramétrique?,Les données doivent être appariées.,Les données doivent suivre une loi normale.,Les données doivent être de nature qualitative.,Les données doivent être de taille inférieure à 30.,b
OIC-183-02-B-,Quelle est la médiane de survie dans l'exemple de courbe de survie fourni?,3 mois,6 mois,9 mois,12 mois,b
OIC-183-03-B,Quelle est la différence entre une mesure d'association brute et une mesure d'association ajustée?,La mesure brute est plus précise,La mesure ajustée est plus précise,La mesure brute ne tient pas compte des facteurs de confusion,La mesure ajustée ne tient pas compte des facteurs de confusion,c
OIC-183-03-B-,Quel est l'objectif principal de la protection des données de santé sensibles?,Garantir la sécurité des systèmes informatiques,Respecter la vie privée des personnes,Faciliter l'accès aux données pour les chercheurs,Réduire les coûts de traitement des données,b
OIC-183-04-A,"Dans une étude étiologique, quel terme est utilisé pour désigner un facteur de risque dont la nature causale est supposée ou prouvée?",Facteur d'exposition,Facteur étiologique,Facteur de risque,Facteur pronostique,b
OIC-183-04-A-,Quel est le but de l'échantillon dans une étude?,Obtenir des informations sur la population source.,Obtenir des informations sur la population cible.,Obtenir des informations sur la population source et extrapoler les résultats à la population cible.,Obtenir des informations sur la population cible et extrapoler les résultats à la population source.,c
OIC-183-05-B,"Dans une enquête cas-témoins, quel est l'avantage principal de ce type d'étude?",Permettre un suivi prospectif,Sur-représenter les personnes porteuses d'un phénomène rare,Estimer des prévalences dans une population cible,Évaluer l'efficacité d'un traitement,b
OIC-183-05-B-,"Dans une étude quasi-expérimentale, quel est le principal problème lié à l'absence de groupe contrôle?",Il est impossible de comparer les résultats,Il est difficile de déterminer l'effet de l'intervention,Il est impossible de recueillir des données,Il est impossible de sélectionner les sujets,b
OIC-183-06-A,Quelle est la définition correcte de la prévalence en santé publique?,Probabilité qu'un événement survienne dans une population pendant une période donnée,Proportion du nombre de cas d'une maladie dans une population à un instant donné,"Nombre de nouveaux cas pendant une certaine période, rapporté à la somme des personnes-temps",Estimation de la prévalence d'une maladie dans une population,b
OIC-183-06-A-,Quel est l’exemple le plus courant de mesure de fréquence standardisée en santé?,Le taux de mortalité,Le taux de morbidité,Le taux d’incidence,Le taux de survie,c
OIC-183-07-B,Quelle mesure d'association est utilisée pour évaluer la proportion de la variabilité d'une variable expliquée par une autre variable?,Coefficient de corrélation linéaire,Coefficient de détermination,Différence de moyennes,Odds Ratio,b
