Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
1151,OIC-161-12-B,Quel est le mécanisme d'action principal des opioïdes forts?,Agonistes des récepteurs GABA,"Agonistes des récepteurs mu, delta et kappa",Antagonistes des récepteurs NMDA,Inhibiteurs de la recapture de la sérotonine,b,4
1152,OIC-161-12-B-,,,,,,,1
1153,OIC-161-13-A,Quel type d'état de choc est caractérisé par une pompe cardiaque défaillante?,Hypovolémique,Cardiogénique,Distributif,Obstructif,b,4
1154,OIC-161-14-A,Quelle est la définition de l'hypotension artérielle dans le contexte d'un état de choc?,PAS < 90 mmHg,PAM < 65 mmHg,Variation de plus de 30% chez les patients chroniquement hypertendus,Pression artérielle normale à la phase initiale d'un état de choc,b,4
1155,OIC-161-14-A-,"Selon le contenu éducatif, quel est l'élément principal à évaluer initialement dans l'évaluation d'un état de choc?",L'anamnèse détaillée du patient.,Les signes vitaux.,Les résultats des analyses de laboratoire.,L'âge du patient.,b,4
1156,OIC-161-15-A,Quel examen est utilisé pour évaluer la gravité de l'état de choc?,ECG,Gaz du sang artériel,Groupe ABO-Rhésus,NFS,b,4
1157,OIC-161-15-A-,Quel est l'objectif principal des examens biologiques lors d'un choc hémorragique?,Identifier la cause de l'hémorragie.,"Confirmer l'hémorragie, quantifier la perte sanguine et apprécier sa gravité.",Mesurer la pression artérielle.,Évaluer la fonction rénale.,b,4
1158,OIC-161-16-A,Quel est le premier élément de prise en charge immédiate d'un état de choc?,Oxygénothérapie,Remplissage vasculaire,Appel à l’aide,Monitorage continu,c,4
1159,OIC-161-17-A,Quelle est l'une des principales étiologies du choc septique?,Hypovolémique,Cardio-génique,Anaphylactique,Hypovolémique et septique,d,1
1160,OIC-161-17-A-,Quelle est la première étape à considérer dans la prise en charge d'un état de choc cardiogénique?,Prescrire des médicaments hypotenseurs,Identifier la cause de l'état de choc,Appeler le réanimateur,Poser le patient en position allongée,b,4
1161,OIC-161-18-A-,Quelle est la voie d'administration initiale de l'adrénaline en cas de choc anaphylactique?,Voie orale,Voie IV,Voie IM,Voie sous-cutanée,c,4
1162,OIC-161-19-A,Qu'est-ce qui définit le coma?,Une perte de conscience permanente.,Une altération aiguë de la vigilance et une altération de la conscience.,Une réponse excessive aux stimuli.,Une absence de réaction au toucher.,b,4
1163,OIC-161-19-A-,Quels sont les principaux centres nerveux impliqués dans l'éveil et la conscience?,Cervelet et cervelet,Cervelet et cervelet,Tronc cérébral et cortex cérébral,Cervelet et cortex cérébral,c,2
1164,OIC-161-20-B-,,,,,,,1
1165,OIC-161-21-B-,"Selon le texte, quel est un critère diagnostique de mort encéphalique?",Abolition de tous les réflexes du tronc cérébral,Absence de réflexe photomoteur,Présence d'un diabète insipide,Absence de réflexe oculocardiaque,a,4
1166,OIC-161-22-B,Qu'est-ce qui est indiqué en premier lieu pour traiter une hypoglycémie chez un adulte conscient?,Sérum glucosé en IV direct (G30% 1 ampoule),Sucre en morceau,Jus d’orange,Réévaluation,b,4
1167,OIC-161-22-B-,Quel est le premier signe à rechercher chez un patient présentant un coma?,Une glycémie élevée,Des mouvements respiratoires hors gasp,Un score de Glasgow supérieur à 8,Un pouls central présent,b,4
1168,OIC-162-01-A-,"L'IRM cérébrale est privilégiée en urgence en cas de suspicion d'AVC ischémique, notamment en cas de thrombose tronc basilaire ou d'AVC sylvien malin, car elle est plus sensible que le scanner.",Vrai,Faux,L'IRM est toujours préférée au scanner.,L'IRM est moins sensible que le scanner.,a,4
1169,OIC-162-02-B,"Sur une tomodensitométrie d'une hémorragie intracrânienne, quelle est la description d'une hyperdensité spontanée intraparenchymateuse?",Une accumulation de liquide dans les ventricules.,Une accumulation de sang dans les espaces sous-arachnoïdiens.,Une accumulation de sang dans le tissu cérébral.,Une accumulation de liquide dans les méninges.,c,4
1170,OIC-162-03-A,Quelle est une cause métabolique de coma non traumatique?,Hémorragie méningée,Encéphalopathie hypercapnique,AVC ischémique,Insuffisance surrénalienne,b,4
1171,OIC-162-03-A-,Quelle est la première action à entreprendre en cas de coma non traumatique?,Mettre en place une perfusion avec du sérum physiologique.,Evaluer la nécessité d'administrer un antidote.,Libérer les voies aériennes et oxygénoter.,Mettre en place du monitorage adéquat.,c,4
1172,OIC-162-04-A,Quelle est la première mesure thérapeutique à envisager si le score de Glasgow est inférieur à 8 et qu'il n'y a pas de cause rapidement réversible?,Administration de glucose intraveineux,Intubation orotrachéale et mise sous ventilation mécanique,Administration de sérum physiologique intraveineux,Mobilisation du patient,b,4
1173,OIC-162-04-A-,"Selon le texte, quelle est la principale différence entre une lipothymie et une syncope?",La lipothymie est toujours accompagnée d'une perte de connaissance complète.,"La lipothymie est une manifestation clinique secondaire à une hypoperfusion cérébrale globale passagère, spontanément résolutive.",La lipothymie est une sensation imminente de syncope sans perte de connaissance.,La lipothymie est une crise d’épilepsie qui persiste suffisamment longtemps ou qui se répète à des intervalles suffisamment brefs pour créer une condition épileptique stable et durable.,c,4
1174,OIC-162-05-A,Quel est le mécanisme physiopathologique principal d'un malaise?,Hyperperfusion cérébrale,Hypoperfusion cérébrale ou dysfonctionnement de l'activité cérébrale,Augmentation de la pression artérielle,Diminution de la température corporelle,b,4
1175,OIC-162-06-A,Quelles sont les circonstances déclenchantes mentionnées dans le texte?,Douleur abdominale,Effort physique,Position allongée,Chaleur excessive,b,3
1176,OIC-162-06-A-,Quelle est la définition d'une hypotension orthostatique selon le contenu éducatif?,Une baisse de la pression artérielle systolique de plus de 20 mmHg dans les 1 à 3 minutes suivant le passage à l'orthostatisme.,Une baisse de la pression artérielle diastolique de plus de 10 mmHg dans les 1 à 3 minutes suivant le passage à l'orthostatisme.,Une pression artérielle systolique de moins de 90 mmHg reproduisant les symptômes spontanés dans les 1 à 3 minutes suivant le passage à l'orthostatisme.,Une baisse de la pression artérielle systolique de plus de 30 mmHg dans les 1 à 3 minutes suivant le passage à l'orthostatisme.,a,4
1177,OIC-162-07-A,Qu'est-ce qui distingue une crise épileptique d'une pseudo-crise?,La présence de convulsions.,La perte de conscience.,L'absence de convulsions.,La présence de convulsions et l'absence de perte de conscience.,c,4
1178,OIC-162-08-A-,Quelles sont les causes non cardiaques et non neurologiques du malaise?,Chutes et catalepsie,"Chutes, catalepsie et drops attacks","Chutes, catalepsie, drops attacks et pseudo syncope psychogène","Chutes et catalepsie, mais pas drops attacks",c,4
1179,OIC-162-09-B,"Selon le contenu, quelle est la gravité liée à l'étiologie en particulier les causes cardiaques?",Peu grave,"Grave, nécessitant une hospitalisation avec surveillance continue du rythme cardiaque",Moins grave que les causes non cardiaques,Indifférente,b,4
1180,OIC-162-09-B-,Quel est l'objectif principal de l'électrocardiogramme (ECG) en cas de syncope ou lipothymie?,Détecter des anomalies cardiaques structurelles.,Identifier les causes de la perte de connaissance.,Évaluer la fonction respiratoire.,Mesurer la tension artérielle.,b,4
1181,OIC-162-10-A,Quel est l'objectif principal d'un électroencéphalogramme (EEG) en cas de malaise ou de perte de connaissance présumée d'origine épileptique?,Mesurer la pression artérielle.,Identifier les anomalies électriques du cerveau.,Évaluer la fonction cardiaque.,Déterminer le niveau de sucre dans le sang.,b,4
1182,OIC-162-10-A-,Quel examen est mentionné comme étant un examen de seconde intention pour les syncopes et lipothymies?,Ionogramme sanguin et créatininémie,Test d'inclinaison,Monitoring ECG,Étude électrophysiologique endocavitaire,b,4
1183,OIC-162-11-B,Quel est l'élément clinique qui justifie le plus souvent un avis cardiologique en urgence?,Dyspnée récente,Perte de connaissance au cours d'un effort physique,Morsure de langue,Confusion après la perte de connaissance,b,4
1184,OIC-162-11-B-,Quel est le principal objectif des gestes d'urgence en cas de crise convulsive généralisée?,Réduire la durée de la crise.,Arrêter complètement la crise.,Protéger la personne contre les blessures.,Identifier la cause de la crise.,c,4
1185,OIC-162-12-A-,"Quel est l'objectif principal du suivi cardiologique après un épisode de malaise, syncope ou lipothymie de cause rythmique?",Diagnostiquer la cause exacte de l'épisode.,Évaluer la fonction cardiaque.,Prévenir le risque de mort subite.,Traiter les symptômes.,c,4
1186,OIC-162-13-B,"Quel est l'objectif principal de l'éducation du patient en cas de malaise, de syncope ou de lipothymie réflexe?",Diagnostiquer la cause exacte du problème.,Expliquer les options de traitement disponibles.,Rassurer le patient et expliquer la bénignité de la situation.,Fournir des instructions détaillées sur la façon de prévenir les crises.,c,4
1187,OIC-162-13-B-,"Quel est l'objectif principal de l'éducation du patient concernant la prise de médicaments, en particulier chez les sujets âgés?",Augmenter la dose de médicaments pour améliorer l'efficacité.,Réduire la fréquence des prises de médicaments.,Surveiller attentivement les effets secondaires et ajuster les doses si nécessaire.,Privilégier les médicaments les plus puissants disponibles.,c,4
1188,OIC-162-14-B,Quel est l'objectif principal de la prescription d'un traitement anticonvulsivant?,Soulager la douleur chronique.,Prévenir les crises d'épilepsie.,Traiter les troubles mentaux.,Améliorer la fonction cognitive.,b,4
1189,OIC-162-14-B-,Quel est le principe de la prise en charge de la crise comitiale?,Traitements de courte durée d'action uniquement,Traitements de longue durée d'action uniquement,Associations de traitements de courte et longue durée d'action,Observation seule,c,4
1190,OIC-162-15-A,,,,,,,1
1191,OIC-162-15-A-,Une miction normale requiert:,un col vésical s’ouvrant volontairement,un urètre sans rétrécissement,une vessie se contractant grâce au muscle détrusor,un système nerveux permettant une contraction détrusorienne et une relaxation sphinctérienne simultanées.,d,4
1192,OIC-162-16-B,Quelle est une cause fréquente de rétention aiguë d’urine chez l’homme?,Tumeur du col utérin,Hypertrophie bénigne de la prostate,Lithiase urinaire,Compression médullaire non traumatique,b,4
1193,OIC-162-16-B-,Quel est un élément clinique classique de la rétention aiguë d'urine?,Douleur thoracique,Globe vésical,Fièvre,Hématurie,b,4
1194,OIC-162-17-B,Quelle est une présentation clinique atypique de rétention aiguë d’urine?,Douleur intense à la miction,Absence de douleur et hyposensibilité vésicale,Hyperréflexie autonome,Incontinence urinaire,b,4
1195,OIC-162-18-A,Quelle est la première étape à considérer en cas de suspicion de rétention aiguë d'urine?,Une échographie sus pubienne,Un examen clinique complet,Un bilan sanguin,Une radiographie abdominale,b,4
1196,OIC-162-18-A-,Quels examens biologiques sont réalisés après le drainage vésical pour rechercher des complications?,ECBU et échographie vésicale,Créatininémie et ionogramme sanguin,Echographie du haut appareil urinaire et ECBU,Echographie vésicale et ionogramme sanguin,b,4
1197,OIC-162-20-A-,"Selon le contenu éducatif, quelle est la définition de l'agitation?",Un état de calme et de repos.,Un état de tension émotionnelle et d’hyperactivité improductive physique et psychique.,Une condition médicale qui nécessite une intervention chirurgicale.,Une forme de comportement social acceptable.,b,4
1198,OIC-162-21-B,Qu'est-ce qui caractérise les idées délirantes?,Une perte de contact avec la réalité,Une perception sensorielle sans objet,Une altération du contenu de la pensée,Une perte de contact avec le groupe socio-culturel,c,4
1199,OIC-162-21-B-,Qu'est-ce qui caractérise un délire aigu?,Symptômes de dépression uniquement,Idées délirantes et hallucinations,Symptômes de mania uniquement,Symptômes de désorganisation psychotique uniquement,b,4
1200,OIC-162-22-A,Quelle est la première étape à suivre dans l'évaluation d'une personne présentant de l'agitation?,Évoquer immédiatement une étiologie psychiatrique.,Éliminer les causes non psychiatriques.,Prescrire un médicament calmant.,Effectuer un examen neurologique complet.,b,4
1201,OIC-162-22-A-,"Selon le texte, quelle est la première étape de la démarche diagnostique en cas d'agitation ou de délire aigu?",Évoquer immédiatement une étiologie psychiatrique.,Éliminer les causes non psychiatriques.,Rechercher les étiologies les plus fréquentes.,Identifier les symptômes maniaques.,b,4
